Sirf....,drama,Manisha Koirala,Raajatesh Nayar,5550000
Life Is Beautiful!,drama,Manoj Amarnani,Manoj Amarnani,825000
Dus Tola,comedy,Manoj Bajpai,Ajay Varma,1950000
Jugaad,comedy,Manoj Bajpai,Anand Kumar,1950000
Gangs Of Wasseypur 1,drama,Manoj Bajpai,Anurag Kashyap,379699000
Chittagong,drama,Manoj Bajpai,Bedabrata Pain,4750000
Fareb,thriller,Manoj Bajpai,Deepak Tijori,10834800
Swami,drama,Manoj Bajpai,Ganesh Acharya,2350000
Aligarh,drama,Manoj Bajpai,Hansal Mehta,37400000
Lanka,drama,Manoj Bajpai,Maqbool Khan,5900000
Traffic,drama,Manoj Bajpai,Rajesh Pillai,51267500
The Dirty Relation,adult,Manoj Pandey,Kesar Matharu,5000000
Chaahat Ek Ehsaas,adult,Manoranjan Jha,S. Latif,70000
Ya Rab,drama,Manzar Sehbai,Hasnain Hyderabadwala,3600000
Hum Tum Dushman Dushman,drama,Mashaal Durrani,Iqbal Durrani,1625000
Hum Sey Hai Jahaan,rom__com,Mashhoor Amrohi,Mashhoor Amrohi,1375000
Thanks Maa,drama,Master Shams,Irfan Kamal,2000000
Bhadaas,thriller,Meera,Ajay Yadav,1850000
5 Ghantey Mein 5 Crore,horror,Meera,Faisal Saif,525000
Bad Friend,adult,Meghna Naidu,Aditya Om,2200000
Mashooka,drama,Meghna Naidu,Afzal Ahmed,6543500
Hum Tum Aur Mom,drama,Mehrunnisa Hassan,Ashok Nanda,400000
Love Lies And Seeta,rom__com,Melanie Kannokada,Chandra Pemmaraju,250000
Tezaab - The Acid of Love,drama,Mighty,Shakeel Noorani,6665250
Balwinder Singh... Famous Ho Gaya,comedy,Mika Singh,Sunil Agnihotri,5700000
U R My Jaan,love_story,Mikaal Zulfikaar,Aron Govil,1100000
Husn Bewafa,drama,Milind Gunaji,Devendra Dua,650000
Karo Na... Pyaar,adult,Milind Gunaji,K. Bhushan,650000
Humne Jeena Seekh Liya,drama,Milind Gunaji,Milind Ukey,250000
Katputtli,thriller,Mink,Sanjay Khanna,400000
Kaanchi,drama,Mishti,Subhash Ghai,53000000
Don Muthu Swami,comedy,Mithun Chakraborty,Ashim Samanta,8400000
Baabarr,action,Mithun Chakraborty,Ashu Trikha,19786000
Zindagi Tere Naam,drama,Mithun Chakraborty,Ashu Trikha,2300000
Enemmy,thriller,Mithun Chakraborty,Ashu Trikha,22800000
Classic Dance Of Love,love_story,Mithun Chakraborty,B. Subhash,10226250
Zor Lagaa Ke... Haiya!,drama,Mithun Chakraborty,Girish Girija Joshi,2725000
Insaaf Ki Jung,thriller,Mithun Chakraborty,Prakash Kapoor,72500
Sun Zarra.....,love_story,Mithun Chakraborty,Rohit Nayyar,2500000
Qatal-E-Aam,action,Mithun Chakraborty,Sanjay Sharma,4530625
Chal Chalein,drama,Mithun Chakraborty,Ujjwal Singh,550000
Unforgettable,love_story,Mohammad Iqbal Khan,Arshad Yusuf Pathan,310000
Bullet Ek Dhamaka,thriller,Mohammad Iqbal Khan,Irfan Khan,6843500
Gattu,drama,Mohd. Samad,Rajan Khosa,1550000
The Film Emotional Atyachar,drama,Mohit Ahlawat,Akshay Shere,11000000
Shiva,action,Mohit Ahlawat,Ram Gopal Verma,34300000
Second Marriage Dot Com,drama,Mohit Chauhan,Gaurav Panjwani,825000
Dimaag Ki Dahi,comedy,Mohit Sharma,Suresh Kumar,275000
Mumbai Mast Kallander,drama,Mohsin,Aman Mihani,875000
Love In Japan,comedy,Mohsin Khan,Akram Shaikh,425000
Lakshmi,drama,Monali Thakur,Nagesh Kukunoor,3900000
Bobby - Love & Lust,drama,Monalisa,Rakesh Parmar,7464050
Ek Hi Bhool,drama,Monalisa,Sandeep Kumar,6253400
Ek Chatur Naar,thriller,Monalisa,Sumit Roy King,3150000
The Quest,drama,Mrinal Kulkarni,Amol Palekar,250000
Hello Zindagi,drama,Mrunmayee Lagoo,Raja Unnithan,80000
Young - The Powerful Blood,drama,Mukesh R.K. Chouksey,Mukesh R.K. Chouksey,675000
Tantiya Bheel,action,Mukesh R.K. Chouksey,Mukesh R.K. Chouksey,800000
Chutki Bajaa Ke,drama,Mukesh Tiwari,Vedant Vishnoi,425000
Emptiness Tere Bina,drama,Mukesh Vyas,Swapnil Koche,425000
Payback,drama,Munish Khan,Sachin P. Karande,1225000
Abhi To Raat Hai,thriller,Munsif Qureshi,Anees Javed,575000
Machine,thriller,Mustafa Burmawalla,Abbas - Mustan,34847500
Rang-E-Ishq,love_story,Muzahid Khan,Srinivasa Anjanappa,1300000
Dhokha,drama,Muzammil Ibrahim,Pooja Bhatt,10500000
The Untold Story Aahinsa,drama,Nafe Khan,Yusuf Ali Khan,450000
Mohandas,thriller,Nakul Vaid,Mazhar Kamran,650000
Ab Tak Chhappan 2,drama,Nana Patekar,Aejaz Gulab,93600000
Yatra,drama,Nana Patekar,Goutam Ghose,3800000
Tum Milo Toh Sahi,drama,Nana Patekar,Kabir Sadanand,28600000
The Attacks Of 26/11,thriller,Nana Patekar,Ram Gopal Verma,235227500
Shagird,drama,Nana Patekar,Tigmanshu Dhulia,25900000
Ek Alag Mausam,drama,Nandita Das,K.P. Sasi,42500
Maharana Pratap - The First Freedom Fighter,action,Narayan Singh Sisodia,Pradeep Kumawat,300000
Pranali - The Tradition,drama,Nargis Bagheri,Hirdesh Kamble,1850000
Land Gold Women,drama,Narinder Samra,Avantika Hari,95000
Shadow,suspense,Naseer Khan,Rohit Nayyar,6500000
Ishqiya,rom__com,Naseeruddin Shah,Abhishek Chaubey,318150000
Dedh Ishqiya,rom__com,Naseeruddin Shah,Abhishek Chaubey,408370000
Waiting,drama,Naseeruddin Shah,Anu Menon,37000000
Irada,drama,Naseeruddin Shah,Aparnaa Singh,11200000
Chaalis Chauraasi,drama,Naseeruddin Shah,Hriday Shetty,35700000
Maximum,thriller,Naseeruddin Shah,Kabeer Kaushik,41200000
Sona Spa,thriller,Naseeruddin Shah,Makarand Deshpande,2525000
Charlie Kay Chakkar Mein,thriller,Naseeruddin Shah,Manish Shrivastava,10200000
Firaaq,drama,Naseeruddin Shah,Nandita Das,15700000
A Wednesday!,thriller,Naseeruddin Shah,Neeraj Pandey,162200000
Parzania,drama,Naseeruddin Shah,Rahul Dholakia,10600000
Barah Aana,drama,Naseeruddin Shah,Raja Krishna Menon,8600000
Maharathi,drama,Naseeruddin Shah,Shivam Nair,28000000
Men Not Allowed,drama,Nassar Abdulla,Shrey Srivastava,3350000
Anjunaa Beach,thriller,Nataliya Kozhenova,Shakeel S. Saifee,2100000
The Dark Secrets Of Tonhi,drama,Natasha Sikka,Shiraz Henry,3000000
Khwaabb,drama,Navdip Singh,Zaid Ali Khan,975000
Sulemani Keeda,rom__com,Naveen Kasturia,Amit Masurkar,3325000
Bhavnao Ko Samjho,comedy,Navin Prabhakar,Sunil Pal,320000
Monsoon Shootout,drama,Nawazuddin Siddiqui,Amit Kumar,9000000
Gangs Of Wasseypur 2,drama,Nawazuddin Siddiqui,Anurag Kashyap,312165750
Raman Raghav 2.0,thriller,Nawazuddin Siddiqui,Anurag Kashyap,106780000
Manjhi - The Mountain Man,drama,Nawazuddin Siddiqui,Ketan Mehta,172400000
Babumoshai Bandookbaaz,drama,Nawazuddin Siddiqui,Kushan Nandy,126200000
Haraamkhor,drama,Nawazuddin Siddiqui,Shlok Sharma,22700000
Freaky Ali,comedy,Nawazuddin Siddiqui,Sohail Khan,208775000
Sheesha,thriller,Neha Dhupia,Ashu Trikha,40418750
Siskiyaan,thriller,Neha Dhupia,Ashwini Chaudhary,5300000
Gandhi To Hitler,drama,Neha Dhupia,Rakesh Ranjan Kumar,3450000
Tum Bin 2,love_story,Neha Sharma,Anubhav Sinha,67968750
Aa Dekhen Zara,thriller,Neil Nitin Mukesh,Jehangir Surti,103835000
Jail,drama,Neil Nitin Mukesh,Madhur Bhandarkar,86850000
Lafangey Parindey,drama,Neil Nitin Mukesh,Pradeep Sarkar,319925000
3G,thriller,Neil Nitin Mukesh,Shantanu Ray Chhibber,74500000
Johnny Gaddaar,thriller,Neil Nitin Mukesh,Sriram Raghavan,56800000
Shortcut Romeo,thriller,Neil Nitin Mukesh,Susi Ganesh,13600000
Bipasha - The Black Beauty,drama,Nidhi Gill,Shailendra Singh Rajput,1925000
My Name is Anthony Gonsalves,comedy,Nikhil Dwivedi,E. Niwas,10100000
Jaisi Karni Waisi Bharni,drama,Nilesh Kumar,Om Verma,72500
Angel,drama,Nilesh Sahay,Ganesh Acharya,1700000
Yeh Metro Zindagi,drama,Nilu Thakur,Ejaz Ahmed,475000
Ek Thee Sanam,drama,Nisha Triloki,Monish Kaushal,475000
Badlapur Boys,drama,Nishan Nanaiah,Shailesh Verma,10900000
Cycle Kick,drama,Nishan Nanaiah,Shashi Sudigala,650000
Titoo MBA,comedy,Nishant Dahiya,Amit Vats,1400000
Wah Re Ye Duniya,drama,Nishant Sharma,Manoj Palrecha,14500
Shraddha Shakti Jai Ambe Maa,mythological,Nishi Verma,Nandu Chaudhary,35000
In The Name Of.. Tai - Tai Ke Naam,drama,Nishigandha Wad,Ujjwal Thengdi,250000
Agyaat,horror,Nithiin,Ram Gopal Verma,73200000
Love U Crazy Girl,adult,Nitika Sharma,Bhabani Prasad,1000000
Khap,drama,Om Puri,Ajai Sinha,2350000
Uvaa,drama,Om Puri,Jasbir Bhaati,2850000
Na Ghar Ke Na Ghaat Ke,comedy,Om Puri,Rahul Aggarwal,10000000
Panga Naa Lo,comedy,Om Puri,Rajan Kothari,925000
Khallas,horror,Om Puri,Sumeet Chawla,1000000
The Hangman,drama,Om Puri,Vishal Bhandari,175000
Peepli [Live],drama,Omkar Das Manikpuri,Anusha Rizvi,468525000
Munna Mange Memsaab,comedy,Omkar Das Manikpuri,Shareeph Mansuri Saranwala,200000
Ebn-E-Batuta,comedy,Omkar Das Manikpuri,Varun Middha,550000
Shivam,thriller,Pankaj Badra,Anshuman G. Barua,425000
Dharm,drama,Pankaj Kapoor,Bhavna Talwar,2300000
Chala Mussaddi - Office Office,comedy,Pankaj Kapoor,Rajiv Mehra,13900000
The Blue Umbrella,drama,Pankaj Kapoor,Vishal Bhardwaj,5000000
Hate Story,thriller,Paoli Dam,Vivek Agnihotri,164300000
M3 - Midsummer Midnight Mumbai,suspense,Paras Chhabra,Braj Bhushan,3550000
Road  To Sangam,drama,Paresh Rawal,Amit Rai,900000
Dharam Sankat Mein,comedy,Paresh Rawal,Fuwad Khan,120916000
Yun Hota Toh Kya Hota,drama,Paresh Rawal,Naseeruddin Shah,17500000
Buddha Mar Gaya,comedy,Paresh Rawal,Rahul Rawail,45000000
Kabhi Yun Bhi Toh Ho...,love_story,Paritosh Goswami,Paritosh Goswami,170000
Vighnaharta Shree Siddhivinayak,mythological,Parmeet Sethi,Yashwant Ingavale,465000
Husn - Love & Betrayal,thriller,Parmita Katkar,Imtiaaz J. Khan,3700000
Stanley Ka Dabba,drama,Partho A. Gupte,Amol Gupte,76300000
United Six,drama,Parvathy Omanakuttan,Vishal Aryan Singh,4000000
Sahi Dhandhe Galat Bande,drama,Parvin Dabas,Pravin Dabbas,9600000
Sikandar,thriller,Parzan Dastur,Piyush Jha,8240000
Love Games,thriller,Patralekha,Vikram Bhatt,43380000
Chetna - The Excitement,drama,Payal Rohatgi,Partho Ghosh,12078300
Fun... Can Be Dangerous Sometimes,thriller,Payal Rohatgi,Sunjay S. Zaveri,33074000
Mazaa Mazaa...,comedy,Payal Rohatgi,T.L.V. Prasad,2450000
Laila - A Mystery,adult,Payal Rohatgi,Vicky G.,20700000
Hey Bholenath,mythological,Phool Singh,Santosh Badal,37500
Haunted Child,horror,Piu Chauhan,Salim Raza,750000
Khandala House,horror,Poonam Dasgupta,Ravi Basera,1800000
Nasha,drama,Poonam Pandey,Amit Saxena,43100000
Bahubali - The Beginning,masala,Prabhas,S.S. Rajamouli,1682350000
Bahubali 2 - The Conclusion,masala,Prabhas,S.S. Rajamouli,8016120000
Tutak Tutak Tutiya,comedy,Prabhu Deva,A.L. Vijay,69405000
ABCD - Any Body Can Dance,drama,Prabhu Deva,Remo D'Souza,577980000
Last Benchers,drama,Prajakt Rebeloma,Prajakt Rebeloma,275000
Yeh Pal Ho Na Ho... Kal,drama,Prakash Sagar,Ravi Pun,1525000
Qayamat Hi Qayamat,action,Prakash Sagar,Vicky Ranawat,7800000
Mr. Singh Mrs. Mehta,drama,Prashant Narayanan,Praveen Bhardwaj,1300000
Ekk Deewana Tha,love_story,Prateik Babbar,Gautham Menon,85557500
Issaq,love_story,Prateik Babbar,Manish Tiwary,53700000
My Friend Pinto,drama,Prateik Babbar,Raghav Dar,18100000
Jalpari - The Desert Mermaid,drama,Pravin Dabbas,Nila Madhab Panda,875000
With Luv... Tumhaara,love_story,Preeti Jhangiani,Kamal Nathani,625000
Videsh,drama,Preity Zinta,Deepa Mehta,8700000
Ishkq In Paris,love_story,Preity Zinta,Prem Soni,28075000
Needar - The Fearless,drama,Prince Amit,Sudeep D. Mukherjee,475000
Om Shanti - Fight For Peace,drama,Prithvi Soni,Dashrath Kacharawat,72000
Shahrukh Bola Kubsoorat Hai Tu,comedy,Pritika Chawla,Makarand Deshpande,600000
Mere Gharib Nawaz,drama,Priya Singh,Dhirendra Agarwal,145000
Sunsaan Mahal,horror,Priyanka,Om Prakash Sharma,1300000
What's Your Raashee,rom__com,Priyanka Chopra,Ashutosh Gowariker,174618750
Pyaar Impossible!,rom__com,Priyanka Chopra,Jugal Hansraj,89545000
Fashion,drama,Priyanka Chopra,Madhur Bhandarkar,392945000
Mary Kom,drama,Priyanka Chopra,Omung Kumar,861917500
Jai Gangaajal,drama,Priyanka Chopra,Prakash Jha,495925000
7 Khoon Maaf,thriller,Priyanka Chopra,Vishal Bhardwaj,300700000
Koi Mere Dil Mein Hai,love_story,Priyanshu Chatterjee,Deepak Ramsay,4700000
Utthaan,drama,Priyanshu Chatterjee,Ujjwal Chatterjee,1200000
Sanam Re,love_story,Pulkit Samrat,Divya Khosla,314550000
Fukrey,comedy,Pulkit Samrat,Mrighdeep Singh Lamba,490175000
Fukrey Returns,comedy,Pulkit Samrat,Mrighdeep Singh Lamba,1122805000
Bittoo Boss,love_story,Pulkit Samrat,Supavitra Babul,27200000
O Teri,comedy,Pulkit Samrat,Umesh Bist,48200000
Junooniyat,love_story,Pulkit Samrat,Vivek Agnihotri,51300000
Satya 2,thriller,Puneet Singh Ratn,Ram Gopal Verma,28400000
Turning 30!!!,drama,Purab Kohli,Alankrita Shrivastava,16300000
Jal,drama,Purab Kohli,Girish Malik,7000000
Kaun Ho Sakta Hai?,suspense,Purab Kohli,Harsh Kohli,35000
Hide & Seek,thriller,Purab Kohli,Shawn Arranha,6400000
Tahaan,drama,Purav Bhandare,Santosh Sivan,4800000
Meinu Ek Ladki Chaahiye,comedy,Puru Chibber,Abhishek Bindal,1550000
Huff! It's Too Much,rom__com,Pushkar Jog,Pushkar Jog,400000
Tanu Weds Manu,love_story,R. Madhavan,Anand L. Rai,564135000
Tanu Weds Manu Returns,rom__com,R. Madhavan,Anand L. Rai,2436435000
Jodi Breakers,comedy,R. Madhavan,Ashwini Chaudhary,146467500
Ramji Londonwaley,comedy,R. Madhavan,Sanjay Dayma,29525000
Sachin - A Billion Dreams,documentary,Sachin Tendulkar,James Erskine,649515000
13B,horror,R. Madhavan,Vikram K. Kumar,100960000
Julie 2,thriller,Raai Laxmi,Deepak Shivdasani,33100000
Parched,drama,Radhika Apte,Leena Yadav,120300000
Phobia,horror,Radhika Apte,Pawan Kirpalani,52900000
Mumbhai Connection,drama,Rafiq Batcha,Atlanta Nagendra,32500
Le Gaya Saddam,drama,Raghuvir Yadav,Amjad Khan,700000
Azaan - The Awakening Call,drama,Raghuvir Yadav,Chandramohan Nillay,175000
Chal Pichchur Banate Hain,drama,Rahil Tandon,Pritish Chakraborty,2000000
Mumbai Aadhi Raat Mein,adult,Rahul,Kaushal Singh,72500
Yeh Hai U Turn,adult,Rahul,Vikrant Bhatt,650000
Mastram,drama,Rahul Bagga,Akhilesh Jaiswal,47100000
The Japanese Wife,drama,Rahul Bose,Aparna Sen,5000000
Kucch Luv Jaisa,drama,Rahul Bose,Barnali Ray Shukla,37500000
Chain Kulii Ki Main Kulii,comedy,Rahul Bose,Kittu Saluja,15600000
Pyaar Ke Side Effects,comedy,Rahul Bose,Saket Chaudhary,121890000
Shaurya,drama,Rahul Bose,Samar Khan,32400000
White Noise,drama,Rahul Bose,Vinta Nanda,2450000
Dil Kabaddi,comedy,Rahul Khanna,Anil Senior,52700000
Raqeeb,thriller,Rahul Khanna,Anurag Singh,17822500
Fireflies,drama,Rahul Khanna,Sabal Singh Shekhawat,900000
My Friend Ganesha 3,animation,Rahul Pendkalkar,Rajiv S. Ruia,2300000
Crime Partner,thriller,Rahul Roy,Aditya Kaushik,1750000
Meri Aashiqui,drama,Rahul Roy,P. Jitendra,2700000
Naughty Boy,comedy,Rahul Roy,T.L.V. Prasad,6700000
Phir Tauba Tauba,comedy,Rahul Roy,T.L.V. Prasad,3000000
Don't Break My Heart - Her Story,drama,Rahul Roy,Trilok Chaudhary,155000
Kachchi Sadak,action,Rahul Singh,Sanjay D. Singh,2525000
Thore - Keep Distance,action,Rahul Sood,Lakhvinder Singh,225000
Haseena,thriller,Raj Babbar,Vicky Ranawat,675000
Hot Mashooka - A Dangerous Lover,drama,Raj Gautam,Arjun Raj,3300000
Kaamguru,adult,Raj Rajawat,Shakeel S. Saifee,450000
Mastani Bhabhi,adult,Raj Rajawat,Shakeel S. Saifee,800000
The Waiting Room,suspense,Raj Singh Chaudhary,Maneej Premnath,50000
Antardwand,drama,Raj Singh Chaudhary,Sushil Rajpal,2650000
Yeh Khula Aasman,drama,Raj Tandon,Gitanjali Sinha,3700000
Eight - Shani,thriller,Raj Tara,Karan Razdan,900000
13 May Gulabi Nagar,action,Raj Verma,P. Vinod Gupta,165000
Take It Easy,drama,Raj Zutshi,Sunil Prem Vyas,5100000
Jai Jagdambey Maa,mythological,Rajan Verma,Jagdish Thanwar,130000
Ashok Chakra Tribute To Real Heroes,drama,Rajan Verma,S.P. Muneshwar,450000
Dhamkee - The Extortion,drama,Rajat Bedi,Aziz Chhapra,1850000
...And Once Again,drama,Rajat Kapoor,Amol Palekar,700000
Siddharth - The Prisoner,drama,Rajat Kapoor,Pryas Gupta,1075000
Raat Gayi Baat Gayi,drama,Rajat Kapoor,Rangita Pritish Nandy,9500000
I Am 24,comedy,Rajat Kapoor,Saurabh Shukla,3100000
10ml Love,rom__com,Rajat Kapoor,Sharat Katariya,690000
Phas Gaye Re Obama,comedy,Rajat Kapoor,Subhash Kapoor,39600000
Who's There? Kaun Hai Wah?,suspense,Rajbeer Singh,Ejaz Ahmed,2900000
Table No. 21,thriller,Rajeev Khandelwal,Aditya Datt,177950000
Ishq Actually,love_story,Rajeev Khandelwal,Anish Khanna,5200000
Shaitan,thriller,Rajeev Khandelwal,Bejoy Nambiar,112500000
Samrat & Co.,suspense,Rajeev Khandelwal,Kaushik Ghatak,21300000
Soundtrack,drama,Rajeev Khandelwal,Neerav Ghosh,8500000
Aamir,thriller,Rajeev Khandelwal,Raj Kumar Gupta,32600000
Tera Pati Mera Pyar,adult,Rajeev Raj,Dharam Veer Billa,1025000
Radha Ne Mala Japi Shyam Ki,drama,Rajeev Verma,Lawrence D'Souza,72500
Quick Gun Murugun,comedy,Rajendraprasad,Shashanka Ghosh,25700000
Hair Is Falling,drama,Rajesh Bhardwaj,Vicky Bhardwaj,140000
Do Dilon Ke Khel Mein,love_story,Rajesh Khanna,Akash Pandey,190000
Riyasat,drama,Rajesh Khanna,Ashok Tyagi,425000
Kaashh....Mere Hote,love_story,Rajesh Khanna,B.H. Tharun Kumar,1450000
Wafaa,drama,Rajesh Khanna,Rakesh Sawant,4800000
Men Will Be Men,drama,Rajesh Kumar,Gorky,1625000
Jai Mahalaxmi,mythological,Rajesh Pathak,P. Subhash,75000
Jism Farosh,drama,Rajesh Sabharwal,Muneer Khan,1450000
Namkeen,adult,Rajesh Sabharwal,Priyanka,575000
The Night Of The Interview,thriller,Rajesh Shringharpure,Raaj Mukherjee,1200000
Beehad - The Ravine,action,Rajesh Tiwari,Krishna Mishra,11500000
The Unforgettable,drama,Raji James,Arsala Qureishi,230000
Blue Oranges,drama,Rajit Kapoor,Rajesh Ganguly,250000
Kya Yahi Sach Hai,drama,Rajiv Roda,Y.P. Singh,1525000
Behen Hogi Teri,comedy,Rajkummar Rao,Ajay K. Pannanlal,30600000
Boyss Toh Boyss Hain,comedy,Rajkummar Rao,Amit Vats,1250000
Love Sex Aur Dhokha,adult,Rajkummar Rao,Dibakar Banerjee,115200000
Citylights,drama,Rajkummar Rao,Hansal Mehta,89900000
Ragini MMS,horror,Rajkummar Rao,Pawan Kirpalani,146800000
Shaadi Mein Zaroor Aana,rom__com,Rajkummar Rao,Ratna Sinha,194700000
Trapped,thriller,Rajkummar Rao,Vikramaditya Motwane,35300000
Be Careful,comedy,Rajneesh Duggal,Chandrakant Singh,4375000
Phhir,suspense,Rajneesh Duggal,Girish Dhamija,24800000
Spark,action,Rajneesh Duggal,V.K. Singh,1800000
1920,horror,Rajneesh Duggal,Vikram Bhatt,145000000
Undertrial,drama,Rajpal Yadav,Aziz Khan,4600000
Main Meri Patni Aur Woh,comedy,Rajpal Yadav,Chandan Arora,33700000
Rama Rama Kya Hai Drama,comedy,Rajpal Yadav,Chandrakant Singh,28200000
Hello Hum Lallann Bol Rahe Hain,comedy,Rajpal Yadav,Dilip Shukla,700000
Ata Pata Laapata,comedy,Rajpal Yadav,Rajpal Yadav,4217500
Hai Golmaal In White House,comedy,Rajpal Yadav,Salar Shaikh,275000
Kushti,comedy,Rajpal Yadav,T.K. Rajiv Kumar,5425000
Ladies Tailor,comedy,Rajpal Yadav,Uday Kant,5300000
Masti Express,drama,Rajpal Yadav,Vikram Pradhan,8200000
Kaisay Kahein,drama,Rajveer Dutt,Mohit Hussein,1150000
Ruslaan,drama,Rajveer Sharma,Mohan Sharma,315000
Ek Zakhm - The Blast,thriller,Rakesh,Suhail Azmi,1775000
Jai Santoshi Maa,mythological,Rakesh Bapat,Ahmed Siddiqui,3100000
Jaadu Sa Chal Gaya,love_story,Rakesh Bapat,Dev Bsu,500000
My Husband's Wife,drama,Rakhi Vohra,Vinod Chhabra,700000
Zanjeer,action,Ram Charan,Apoorva Lakhia,221475000
Victoria House,horror,Ramesh Goyal,Hridhay Sharma,245000
Besharam,comedy,Ranbir Kapoor,Abhinav Kashyap,951195000
Barfi!,drama,Ranbir Kapoor,Anurag Basu,1747380000
Jagga Jasoos,drama,Ranbir Kapoor,Anurag Basu,868572500
Bombay Velvet,drama,Ranbir Kapoor,Anurag Kashyap,431365000
Wake Up Sid,drama,Ranbir Kapoor,Ayan Mukherji,471075000
Yeh Jawaani Hai Deewani,love_story,Ranbir Kapoor,Ayan Mukherji,2956130000
Rockstar,drama,Ranbir Kapoor,Imtiaz Ali,1087017500
Tamasha,drama,Ranbir Kapoor,Imtiaz Ali,1366387500
Ae Dil Hai Mushkil,love_story,Ranbir Kapoor,Karan Johar,2295622500
Chillar Party,drama,Ranbir Kapoor,Nitish Tiwari,55733750
Raajneeti,thriller,Ranbir Kapoor,Prakash Jha,1455040000
Ajab Prem Ki Ghazab Kahani,comedy,Ranbir Kapoor,Rajkumar Santoshi,997375000
Saawariya,love_story,Ranbir Kapoor,Sanjay Leela Bhansali,391330000
Rocket Singh: Salesman Of The Year,drama,Ranbir Kapoor,Shimit Amin,336577500
Bachna Ae Haseeno,rom__com,Ranbir Kapoor,Siddharth Anand,615725000
Anjaana Anjaani,rom__com,Ranbir Kapoor,Siddharth Anand,684875000
Roy,thriller,Ranbir Kapoor,Vikramjit Singh,560215000
John Day,thriller,Randeep Hooda,Ahishor Solomon,21800000
Ru-Ba-Ru,drama,Randeep Hooda,Arjun Chandramohan Bali,5000000
Do Lafzon Ki Kahani,love_story,Randeep Hooda,Deepak Tijori,40900000
Highway,drama,Randeep Hooda,Imtiaz Ali,477065000
Mere Khwabon Mein Jo Aaye,love_story,Randeep Hooda,Madhureeta Anand,1875000
Karma Aur Holi,drama,Randeep Hooda,Manish Gupta,2350000
Main Aur Charles,drama,Randeep Hooda,Prawal Raman,81200000
Love Khichdi,rom__com,Randeep Hooda,Srinivas Bhashyam,3650000
Laal Rang,drama,Randeep Hooda,Syed Ahmed Afzal,26800000
Murder 3,thriller,Randeep Hooda,Vishesh Bhatt,277525000
D,action,Randeep Hooda,Vishram Sawant,84961000
Risk,thriller,Randeep Hooda,Vishram Sawant,39800000
Bombay Talkies,drama,Rani Mukherjee,Karan Johar,130900000
Laaga Chunari Mein Daag,drama,Rani Mukherjee,Pradeep Sarkar,366722500
Mardaani,thriller,Rani Mukherjee,Pradeep Sarkar,567190000
Aiyyaa,comedy,Rani Mukherjee,Sachin Kundalkar,95850000
Toss,thriller,Rannvijay Singh,Ramesh Khatkar,1950000
3:00 AM,horror,Rannvijay Singh,Vishal Mahadkar,14900000
Befikre,rom__com,Ranveer Singh,Aditya Chopra,1039875000
Gunday,masala,Ranveer Singh,Ali Abbas Zafar,1198220000
Band Baaja Baaraat,rom__com,Ranveer Singh,Maneesh Sharma,333000000
Ladies vs Ricky Bahl,drama,Ranveer Singh,Maneesh Sharma,494980000
Goliyon Ki Raasleela Ram - Leela,love_story,Ranveer Singh,Sanjay Leela Bhansali,2014805000
Bajirao Mastani,drama,Ranveer Singh,Sanjay Leela Bhansali,3562025000
Kill Dil,thriller,Ranveer Singh,Shaad Ali,521000000
Lootera,love_story,Ranveer Singh,Vikramaditya Motwane,464065000
Dil Dhadakne Do,drama,Ranveer Singh,Zoya Akhtar,1447987500
Mixed Doubles,drama,Ranvir Shorey,Rajat Kapoor,19000000
Mithya,comedy,Ranvir Shorey,Rajat Kapoor,71700000
Fatso,rom__com,Ranvir Shorey,Rajat Kapoor,2200000
Kahani Ek Devi Ki...,drama,Rashmi Somvanshi,Surendra Singh Rathore,250000
Kshay,drama,Rasika Dugal,Karan Gour,570000
Maatr,drama,Raveena Tandon,Ashtar Sayed,16200000
Parveen Bobby,adult,Ravi Ahlawat,Sandeep Kumar,2100000
Sweet Love,drama,Ravi Arora,Prasun Banerjee,175000
World Cupp 2011,drama,Ravi Kapoor,Ravi Kapoor,1675000
Raja Bhai Lagey Raho,comedy,Ravi Kissen,Dinesh Avasthi,2175000
Jeena Hai Toh Thok Daal,drama,Ravi Kissen,Manish Vatsalya,6800000
Chitkabrey,drama,Ravi Kissen,Suneet Arora,1875000
Ek Baar Aao Na,adult,Ravish Pandey,Fahim Khan,550000
Khwaja Mere Khwaja,mythological,Raza Murad,Aalima Ahmed,350000
Ek Baar Maza Lijiye,adult,Rehaan Khan,Shashi Shekhar,350000
18.11 A Code Of Secrecy...!,thriller,Rehal Khan,Md. Mehatabul Haque,600000
Jaana... Lets Fall In Love,love_story,Rehan Khan,Farhan Mirza,175000
Super Nani,drama,Rekha,Indra Kumar,44100000
Detective Naani,drama,Rekha,Romilla Mukherjee,8400000
Swarg Aashram,drama,Rekha Gautam,Subodh Govil,1025000
Tara - The Journey Of Love & Passion,drama,Rekha Rana,Kumar Raj,1200000
Teesra Shabd,drama,Reshma Singh,Sandeep Solanki,250000
Tamanchey,love_story,Richa Chaddha,Suryaveer Singh Bhullar,18800000
Swaha,drama,Rikkee,Manoj Sharma,600000
Jeena To Hai,thriller,Rishabh,Milind Swamy,1250000
Bolo Raam,thriller,Rishi Bhutani,Rakesh Chaturvedi,3050000
Love Ke Chakkar Mein...,rom__com,Rishi Kapoor,B.H. Tharun Kumar,3450000
Do Dooni Chaar,comedy,Rishi Kapoor,Habib Faisal,57900000
